Scaffold	GeneID	BioType
NC_031971.2	LOC102077556	protein_coding
NC_031971.2	LOC102077087	protein_coding
NC_031971.2	LOC102077649	protein_coding
NC_031971.2	LOC112847109	lncRNA
NC_031971.2	LOC102076988	protein_coding
NC_031971.2	LOC112841766	protein_coding
NC_031971.2	LOC112847029	lncRNA
NC_031971.2	LOC100691651	protein_coding
NC_031971.2	LOC100691917	protein_coding
NC_031971.2	LOC100700974	protein_coding
NC_031971.2	LOC100692186	protein_coding
NC_031971.2	LOC100692456	lncRNA
NC_031971.2	LOC100692725	protein_coding
NC_031971.2	LOC109195455	lncRNA
NC_031971.2	LOC100703003	protein_coding
NC_031971.2	LOC100692999	protein_coding
NC_031971.2	LOC112847110	lncRNA
NC_031971.2	LOC100693267	protein_coding
NC_031971.2	LOC100693541	protein_coding
NC_031971.2	LOC100693802	protein_coding
NC_031971.2	LOC100694076	protein_coding
NC_031971.2	LOC100694349	protein_coding
NC_031971.2	LOC100703276	protein_coding
NC_031971.2	LOC100694617	protein_coding
NC_031971.2	mycbpap	protein_coding
NC_031971.2	LOC100695148	protein_coding
NC_031971.2	b3gntl1	protein_coding
NC_031971.2	LOC100703819	protein_coding
NC_031971.2	LOC102080822	protein_coding
NC_031971.2	LOC102078374	protein_coding
NC_031971.2	LOC102081010	protein_coding
NC_031971.2	LOC102078680	protein_coding
NC_031971.2	LOC112847171	protein_coding
NC_031971.2	LOC100693666	protein_coding
NC_031971.2	LOC112847190	lncRNA
NC_031971.2	LOC109195448	protein_coding
NC_031971.2	LOC102078205	lncRNA
NC_031971.2	LOC100695671	lncRNA
NC_031971.2	LOC100707662	protein_coding
NC_031971.2	rln3	protein_coding
NC_031971.2	rfx1	protein_coding
NC_031971.2	dcaf15	protein_coding
NC_031971.2	LOC100698089	protein_coding
NC_031971.2	LOC100698356	protein_coding
NC_031971.2	LOC100708390	protein_coding
NC_031971.2	lg6h19orf53	protein_coding
NC_031971.2	mri1	protein_coding
NC_031971.2	cc2d1a	protein_coding
NC_031971.2	LOC112847157	lncRNA
NC_031971.2	LOC102076468	protein_coding
NC_031971.2	nanos3	protein_coding
NC_031971.2	LOC100699156	protein_coding
NC_031971.2	LOC100709204	protein_coding
NC_031971.2	LOC106096532	protein_coding
NC_031971.2	LOC102079000	protein_coding
NC_031971.2	LOC102079104	protein_coding
NC_031971.2	LOC112847111	protein_coding
NC_031971.2	LOC109202393	protein_coding
NC_031971.2	slc26a11	protein_coding
NC_031971.2	sgsh	protein_coding
NC_031971.2	npb	protein_coding
NC_031971.2	LOC100710009	protein_coding
NC_031971.2	pcyt2	protein_coding
NC_031971.2	sirt7	protein_coding
NC_031971.2	LOC100700505	protein_coding
NC_031971.2	LOC100700771	protein_coding
NC_031971.2	LOC109202394	protein_coding
NC_031971.2	LOC109202584	lncRNA
NC_031971.2	LOC100703740	protein_coding
NC_031971.2	LOC100704008	protein_coding
NC_031971.2	LOC106098867	lncRNA
NC_031971.2	LOC112847112	lncRNA
NC_031971.2	aspscr1	protein_coding
NC_031971.2	notum	protein_coding
NC_031971.2	tmc6	protein_coding
NC_031971.2	tmc8	protein_coding
NC_031971.2	LOC100705618	protein_coding
NC_031971.2	LOC100705885	protein_coding
NC_031971.2	LOC100706152	protein_coding
NC_031971.2	tk1	protein_coding
NC_031971.2	afmid	protein_coding
NC_031971.2	LOC102078803	protein_coding
NC_031971.2	LOC100706413	protein_coding
NC_031971.2	LOC100706680	protein_coding
NC_031971.2	LOC100706951	protein_coding
NC_031971.2	armh3	protein_coding
NC_031971.2	LOC100697187	protein_coding
NC_031971.2	LOC100707214	protein_coding
NC_031971.2	LOC100707478	protein_coding
NC_031971.2	LOC100707744	protein_coding
NC_031971.2	LOC100708013	protein_coding
NC_031971.2	LOC100697815	protein_coding
NC_031971.2	LOC100708284	protein_coding
NC_031971.2	LOC100698082	protein_coding
NC_031971.2	smap1	protein_coding
NC_031971.2	cenpk	protein_coding
NC_031971.2	LOC100698349	protein_coding
NC_031971.2	LOC100709092	protein_coding
NC_031971.2	LOC109202583	lncRNA
NC_031971.2	LOC100698613	protein_coding
NC_031971.2	dpcd	protein_coding
NC_031971.2	poll	protein_coding
NC_031971.2	wbp1l	protein_coding
NC_031971.2	as3mt	protein_coding
NC_031971.2	cnnm2	protein_coding
NC_031971.2	nt5c2	protein_coding
NC_031971.2	LOC100699687	protein_coding
NC_031971.2	taf5	protein_coding
NC_031971.2	atp5md	protein_coding
NC_031971.2	pdcd11	protein_coding
NC_031971.2	LOC100700402	protein_coding
NC_031971.2	calhm1	protein_coding
NC_031971.2	LOC100711228	protein_coding
NC_031971.2	LOC102082800	protein_coding
NC_031971.2	LOC100700672	protein_coding
NC_031971.2	wfikkn1	protein_coding
NC_031971.2	mettl26	protein_coding
NC_031971.2	LOC100711774	protein_coding
NC_031971.2	pld5	protein_coding
NC_031971.2	LOC100712307	protein_coding
NC_031971.2	LOC100712572	protein_coding
NC_031971.2	LOC100705298	protein_coding
NC_031971.2	LOC109202391	pseudogene
NC_031971.2	LOC100689955	protein_coding
NC_031971.2	LOC100697981	protein_coding
NC_031971.2	LOC100690221	protein_coding
NC_031971.2	tmc5	protein_coding
NC_031971.2	tmc7	protein_coding
NC_031971.2	LOC109194335	protein_coding
NC_031971.2	LOC112847146	lncRNA
NC_031971.2	xylt1	protein_coding
NC_031971.2	LOC106098799	lncRNA
NC_031971.2	rps15a	protein_coding
NC_031971.2	LOC100690761	protein_coding
NC_031971.2	coq7	protein_coding
NC_031971.2	LOC100691027	protein_coding
NC_031971.2	fopnl	protein_coding
NC_031971.2	myh11	protein_coding
NC_031971.2	nde1	protein_coding
NC_031971.2	panx1	protein_coding
NC_031971.2	LOC102082034	protein_coding
NC_031971.2	LOC112847120	lncRNA
NC_031971.2	marf1	protein_coding
NC_031971.2	lg6h16orf45	protein_coding
NC_031971.2	mpv17l	protein_coding
NC_031971.2	ntan1	protein_coding
NC_031971.2	LOC100692646	protein_coding
NC_031971.2	LOC100692916	protein_coding
NC_031971.2	LOC100693188	protein_coding
NC_031971.2	lg6h22orf23	protein_coding
NC_031971.2	LOC100693464	protein_coding
NC_031971.2	LOC100693725	protein_coding
NC_031971.2	LOC100693993	protein_coding
NC_031971.2	LOC100694269	protein_coding
NC_031971.2	LOC100694537	protein_coding
NC_031971.2	LOC100700855	protein_coding
NC_031971.2	LOC102079528	lncRNA
NC_031971.2	LOC100701127	protein_coding
NC_031971.2	LOC106098869	protein_coding
NC_031971.2	acp5	protein_coding
NC_031971.2	LOC100694805	protein_coding
NC_031971.2	LOC102080433	protein_coding
NC_031971.2	LOC100695065	protein_coding
NC_031971.2	LOC100702211	protein_coding
NC_031971.2	LOC100702479	protein_coding
NC_031971.2	LOC100695332	protein_coding
NC_031971.2	asna1	protein_coding
NC_031971.2	LOC100695597	protein_coding
NC_031971.2	LOC100695865	protein_coding
NC_031971.2	LOC100696126	protein_coding
NC_031971.2	htt	protein_coding
NC_031971.2	LOC112847243	guide_RNA
NC_031971.2	rgs12	protein_coding
NC_031971.2	LOC100696920	protein_coding
NC_031971.2	lrpap1	protein_coding
NC_031971.2	LOC109194472	lncRNA
NC_031971.2	LOC109202468	lncRNA
NC_031971.2	LOC109202467	lncRNA
NC_031971.2	LOC109202466	protein_coding
NC_031971.2	LOC100702189	protein_coding
NC_031971.2	LOC100701922	protein_coding
NC_031971.2	LOC100701648	protein_coding
NC_031971.2	LOC100701374	protein_coding
NC_031971.2	LOC100701103	protein_coding
NC_031971.2	LOC109202465	lncRNA
NC_031971.2	pi4k2b	protein_coding
NC_031971.2	LOC100706555	protein_coding
NC_031971.2	LOC100700832	protein_coding
NC_031971.2	LOC100700566	protein_coding
NC_031971.2	LOC100700288	protein_coding
NC_031971.2	trnae-uuc	tRNA
NC_031971.2	LOC100700017	protein_coding
NC_031971.2	LOC100699752	protein_coding
NC_031971.2	LOC100699483	protein_coding
NC_031971.2	LOC109202464	lncRNA
NC_031971.2	LOC112847161	lncRNA
NC_031971.2	sclt1	protein_coding
NC_031971.2	lg6h4orf33	protein_coding
NC_031971.2	LOC109202499	protein_coding
NC_031971.2	LOC102080518	lncRNA
NC_031971.2	LOC100698676	protein_coding
NC_031971.2	pcdh18	protein_coding
NC_031971.2	LOC109202661	lncRNA
NC_031971.2	LOC109202626	lncRNA
NC_031971.2	LOC109202390	protein_coding
NC_031971.2	LOC112847170	lncRNA
NC_031971.2	LOC102081152	lncRNA
NC_031971.2	LOC100697879	protein_coding
NC_031971.2	LOC100697610	protein_coding
NC_031971.2	LOC100697343	protein_coding
NC_031971.2	LOC100697071	protein_coding
NC_031971.2	LOC100696805	protein_coding
NC_031971.2	LOC100696537	protein_coding
NC_031971.2	LOC102077594	protein_coding
NC_031971.2	LOC100706287	protein_coding
NC_031971.2	LOC100696276	protein_coding
NC_031971.2	LOC112847188	lncRNA
NC_031971.2	LOC100706027	protein_coding
NC_031971.2	LOC100705502	protein_coding
NC_031971.2	LOC100705765	protein_coding
NC_031971.2	unc93b1	protein_coding
NC_031971.2	timm10	protein_coding
NC_031971.2	LOC102082595	protein_coding
NC_031971.2	LOC100695750	protein_coding
NC_031971.2	LOC112847108	lncRNA
NC_031971.2	LOC102077679	protein_coding
NC_031971.2	ccdc40	protein_coding
NC_031971.2	LOC100695222	protein_coding
NC_031971.2	LOC109202389	lncRNA
NC_031971.2	LOC102075668	protein_coding
NC_031971.2	LOC100694694	protein_coding
NC_031971.2	LOC109202386	protein_coding
NC_031971.2	LOC112847129	lncRNA
NC_031971.2	LOC109202387	lncRNA
NC_031971.2	LOC102076422	protein_coding
NC_031971.2	LOC102081249	lncRNA
NC_031971.2	LOC112847182	lncRNA
NC_031971.2	LOC100694155	protein_coding
NC_031971.2	LOC100693881	protein_coding
NC_031971.2	LOC109202385	lncRNA
NC_031971.2	LOC100693618	protein_coding
NC_031971.2	LOC112847131	lncRNA
NC_031971.2	LOC100693353	protein_coding
NC_031971.2	LOC109202383	protein_coding
NC_031971.2	LOC100693082	protein_coding
NC_031971.2	LOC100692807	protein_coding
NC_031971.2	LOC100692267	protein_coding
NC_031971.2	LOC109194202	protein_coding
NC_031971.2	LOC109202382	protein_coding
NC_031971.2	LOC109202381	lncRNA
NC_031971.2	LOC100691998	protein_coding
NC_031971.2	LOC102077371	lncRNA
NC_031971.2	trnai-aau	tRNA
NC_031971.2	trnaq-cug	tRNA
NC_031971.2	exosc9	protein_coding
NC_031971.2	LOC100691461	protein_coding
NC_031971.2	scoc	protein_coding
NC_031971.2	maml3	protein_coding
NC_031971.2	naa15	protein_coding
NC_031971.2	LOC100691191	protein_coding
NC_031971.2	mgarp	protein_coding
NC_031971.2	elf2	protein_coding
NC_031971.2	noct	protein_coding
NC_031971.2	LOC102078862	protein_coding
NC_031971.2	LOC102078622	protein_coding
NC_031971.2	LOC100690116	protein_coding
NC_031971.2	LOC112847211	protein_coding
NC_031971.2	LOC102077757	lncRNA
NC_031971.2	LOC112847041	lncRNA
NC_031971.2	cbx4	protein_coding
NC_031971.2	cbx8	protein_coding
NC_031971.2	lg6h17orf67	protein_coding
NC_031971.2	dgke	protein_coding
NC_031971.2	LOC106098454	protein_coding
NC_031971.2	LOC109202378	protein_coding
NC_031971.2	LOC100711119	protein_coding
NC_031971.2	LOC109194462	protein_coding
NC_031971.2	LOC100704165	protein_coding
NC_031971.2	LOC100703895	protein_coding
NC_031971.2	LOC112847132	lncRNA
NC_031971.2	anapc11	protein_coding
NC_031971.2	endov	protein_coding
NC_031971.2	LOC112847163	lncRNA
NC_031971.2	nptx1	protein_coding
NC_031971.2	LOC102081533	protein_coding
NC_031971.2	rptor	protein_coding
NC_031971.2	LOC106098452	lncRNA
NC_031971.2	LOC100710323	protein_coding
NC_031971.2	LOC102077859	protein_coding
NC_031971.2	p4hb	protein_coding
NC_031971.2	ppp1r27	protein_coding
NC_031971.2	LOC100709518	protein_coding
NC_031971.2	LOC109202377	lncRNA
NC_031971.2	LOC100709252	protein_coding
NC_031971.2	LOC100702903	protein_coding
NC_031971.2	ppp1r12c	protein_coding
NC_031971.2	qprt	protein_coding
NC_031971.2	LOC100708437	protein_coding
NC_031971.2	LOC100708169	protein_coding
NC_031971.2	LOC109202580	protein_coding
NC_031971.2	LOC109202498	lncRNA
NC_031971.2	LOC112847134	lncRNA
NC_031971.2	LOC109202376	protein_coding
NC_031971.2	LOC102083318	lncRNA
NC_031971.2	LOC100702635	protein_coding
NC_031971.2	LOC100702365	protein_coding
NC_031971.2	LOC102076043	protein_coding
NC_031971.2	LOC102076125	protein_coding
NC_031971.2	scrn2	protein_coding
NC_031971.2	LOC100707362	protein_coding
NC_031971.2	cwc25	protein_coding
NC_031971.2	psmb3	protein_coding
NC_031971.2	pip4k2b	protein_coding
NC_031971.2	pcgf2	protein_coding
NC_031971.2	cisd3	protein_coding
NC_031971.2	LOC100700239	protein_coding
NC_031971.2	LOC109202575	protein_coding
NC_031971.2	LOC112847165	protein_coding
NC_031971.2	LOC109202356	protein_coding
NC_031971.2	LOC109202357	protein_coding
NC_031971.2	LOC106097720	protein_coding
NC_031971.2	LOC106097052	lncRNA
NC_031971.2	LOC109202355	protein_coding
NC_031971.2	LOC109202495	protein_coding
NC_031971.2	LOC100699704	protein_coding
NC_031971.2	LOC100699434	protein_coding
NC_031971.2	LOC109202348	protein_coding
NC_031971.2	LOC109202353	lncRNA
NC_031971.2	LOC109202351	lncRNA
NC_031971.2	LOC106096819	protein_coding
NC_031971.2	LOC109202347	protein_coding
NC_031971.2	LOC109202345	protein_coding
NC_031971.2	LOC109202346	protein_coding
NC_031971.2	LOC109202349	protein_coding
NC_031971.2	LOC109202350	lncRNA
NC_031971.2	LOC100692222	protein_coding
NC_031971.2	LOC100699166	protein_coding
NC_031971.2	patl1	protein_coding
NC_031971.2	LOC100698630	protein_coding
NC_031971.2	LOC112847136	lncRNA
NC_031971.2	LOC109202344	protein_coding
NC_031971.2	LOC112847137	lncRNA
NC_031971.2	LOC112847138	lncRNA
NC_031971.2	LOC109202494	protein_coding
NC_031971.2	LOC109202343	protein_coding
NC_031971.2	LOC100692561	protein_coding
NC_031971.2	LOC100690404	protein_coding
NC_031971.2	LOC100690136	protein_coding
NC_031971.2	igfbp4	protein_coding
NC_031971.2	smarce1	protein_coding
NC_031971.2	ccr7	protein_coding
NC_031971.2	tns4	protein_coding
NC_031971.2	krt222	protein_coding
NC_031971.2	LOC100691748	protein_coding
NC_031971.2	LOC100711956	protein_coding
NC_031971.2	LOC100711684	protein_coding
NC_031971.2	LOC109202365	lncRNA
NC_031971.2	LOC109202363	lncRNA
NC_031971.2	LOC109202364	lncRNA
NC_031971.2	LOC100691481	protein_coding
NC_031971.2	LOC102080519	protein_coding
NC_031971.2	rin2	protein_coding
NC_031971.2	LOC100695245	protein_coding
NC_031971.2	trnat-ugu	tRNA
NC_031971.2	LOC112847139	lncRNA
NC_031971.2	dtd1	protein_coding
NC_031971.2	LOC100694974	protein_coding
NC_031971.2	trnae-cuc	tRNA
NC_031971.2	trnay-gua	tRNA
NC_031971.2	LOC100694715	protein_coding
NC_031971.2	trnay-gua	tRNA
NC_031971.2	trnay-gua	tRNA
NC_031971.2	trnat-ugu	tRNA
NC_031971.2	trnak-uuu	tRNA
NC_031971.2	LOC102081409	V_segment
NC_031971.2	LOC100694444	protein_coding
NC_031971.2	LOC112847140	protein_coding
NC_031971.2	LOC100690680	protein_coding
NC_031971.2	LOC112847063	lncRNA
NC_031971.2	LOC100694180	protein_coding
NC_031971.2	LOC112847143	protein_coding
NC_031971.2	LOC102081861	lncRNA
NC_031971.2	LOC100693905	protein_coding
NC_031971.2	LOC109202671	lncRNA
NC_031971.2	LOC100707400	protein_coding
NC_031971.2	LOC112847221	lncRNA
NC_031971.2	LOC100693641	protein_coding
NC_031971.2	LOC100693377	protein_coding
NC_031971.2	stn1	protein_coding
NC_031971.2	LOC100692830	protein_coding
NC_031971.2	LOC102082624	protein_coding
NC_031971.2	LOC109202493	protein_coding
NC_031971.2	LOC109202673	lncRNA
NC_031971.2	LOC100711963	protein_coding
NC_031971.2	LOC100712230	protein_coding
NC_031971.2	LOC112847218	lncRNA
NC_031971.2	LOC109194366	protein_coding
NC_031971.2	LOC102082710	protein_coding
NC_031971.2	trnar-ucu	tRNA
NC_031971.2	trnak-uuu	tRNA
NC_031971.2	LOC109202669	pseudogene
NC_031971.2	LOC100707130	protein_coding
NC_031971.2	wdr17	protein_coding
NC_031971.2	LOC109202668	protein_coding
NC_031971.2	hpgd	protein_coding
NC_031971.2	LOC112847219	lncRNA
NC_031971.2	LOC100690411	protein_coding
NC_031971.2	LOC102080803	protein_coding
NC_031971.2	LOC112847217	lncRNA
NC_031971.2	LOC100690686	protein_coding
NC_031971.2	LOC100691218	protein_coding
NC_031971.2	LOC100691487	protein_coding
NC_031971.2	LOC109202670	lncRNA
NC_031971.2	map1lc3c	protein_coding
NC_031971.2	LOC100708833	protein_coding
NC_031971.2	LOC100710091	protein_coding
NC_031971.2	acaa1	protein_coding
NC_031971.2	LOC100692027	protein_coding
NC_031971.2	LOC100692297	protein_coding
NC_031971.2	LOC100692569	protein_coding
NC_031971.2	LOC100711692	protein_coding
NC_031971.2	fbxo48	protein_coding
NC_031971.2	aplf	protein_coding
NC_031971.2	LOC100693113	protein_coding
NC_031971.2	snrpb2	protein_coding
NC_031971.2	kif16b	protein_coding
NC_031971.2	LOC100693384	protein_coding
NC_031971.2	LOC102079130	protein_coding
NC_031971.2	ndufaf5	protein_coding
NC_031971.2	esf1	protein_coding
NC_031971.2	LOC102078767	protein_coding
NC_031971.2	LOC100694188	protein_coding
NC_031971.2	LOC112847222	lncRNA
NC_031971.2	LOC100694452	protein_coding
NC_031971.2	LOC112847220	lncRNA
NC_031971.2	LOC100707666	protein_coding
NC_031971.2	LOC100694722	protein_coding
NC_031971.2	LOC100694981	protein_coding
NC_031971.2	LOC100709284	protein_coding
NC_031971.2	LOC100695252	protein_coding
NC_031971.2	LOC109202672	protein_coding
NC_031971.2	LOC100695516	protein_coding
NC_031971.2	LOC100695783	protein_coding
NC_031971.2	LOC112847225	lncRNA
NC_031971.2	LOC112847224	lncRNA
NC_031971.2	LOC102077504	protein_coding
NC_031971.2	LOC102082302	protein_coding
NC_031971.2	LOC100710620	protein_coding
NC_031971.2	dpy30	protein_coding
NC_031971.2	LOC100711421	protein_coding
NC_031971.2	LOC112847162	lncRNA
NC_031971.2	LOC100696308	protein_coding
NC_031971.2	LOC109202362	lncRNA
NC_031971.2	pet117	protein_coding
NC_031971.2	kat14	protein_coding
NC_031971.2	dzank1	protein_coding
NC_031971.2	LOC109202361	lncRNA
NC_031971.2	polr3f	protein_coding
NC_031971.2	LOC100697102	protein_coding
NC_031971.2	LOC112847144	lncRNA
NC_031971.2	LOC100697374	protein_coding
NC_031971.2	eif4a3	protein_coding
NC_031971.2	LOC100705467	protein_coding
NC_031971.2	tmem178a	protein_coding
NC_031971.2	sos1	protein_coding
NC_031971.2	gemin6	protein_coding
NC_031971.2	LOC100706184	protein_coding
NC_031971.2	LOC100703858	protein_coding
NC_031971.2	LOC100704127	protein_coding
NC_031971.2	LOC100704394	protein_coding
NC_031971.2	LOC109202358	lncRNA
NC_031971.2	LOC100704661	protein_coding
NC_031971.2	ccdc151	protein_coding
NC_031971.2	LOC100691026	protein_coding
NC_031971.2	LOC100690760	protein_coding
NC_031971.2	LOC100697979	protein_coding
NC_031971.2	LOC100694267	protein_coding
NC_031971.2	LOC100697718	protein_coding
NC_031971.2	aars2	protein_coding
NC_031971.2	LOC100707248	pseudogene
NC_031971.2	LOC102083160	protein_coding
NC_031971.2	LOC109202359	lncRNA
NC_031971.2	LOC109202360	lncRNA
NC_031971.2	LOC100706186	protein_coding
NC_031971.2	LOC100705917	protein_coding
NC_031971.2	mrps28	protein_coding
NC_031971.2	sde2	protein_coding
NC_031971.2	mtif2	protein_coding
NC_031971.2	LOC112847021	lncRNA
NC_031972.2	LOC102077059	protein_coding
NC_031972.2	actr6	protein_coding
NC_031972.2	LOC100711159	protein_coding
NC_031972.2	LOC100690076	protein_coding
NC_031972.2	LOC100711429	protein_coding
NC_031972.2	LOC100711700	protein_coding
NC_031972.2	LOC112847381	lncRNA
NC_031972.2	prdm11	protein_coding
NC_031972.2	trnam-cau	tRNA
NC_031972.2	phf21a	protein_coding
NC_031972.2	dgkz	protein_coding
NC_031972.2	LOC112847371	lncRNA
NC_031972.2	mdk	protein_coding
NC_031972.2	LOC100691419	protein_coding
NC_031972.2	LOC109202789	lncRNA
NC_031972.2	ambra1	protein_coding
NC_031972.2	nox5	protein_coding
NC_031972.2	rpgrip1l	protein_coding
NC_031972.2	LOC102082796	lncRNA
NC_031972.2	LOC102077622	protein_coding
NC_031972.2	fuk	protein_coding
NC_031972.2	pclaf	protein_coding
NC_031972.2	nedd1	protein_coding
NC_031972.2	LOC106096547	protein_coding
NC_031972.2	LOC102079684	protein_coding
NC_031972.2	LOC100690522	protein_coding
NC_031972.2	sycp3	protein_coding
NC_031972.2	LOC102080071	protein_coding
NC_031972.2	LOC100690796	protein_coding
NC_031972.2	LOC100701249	protein_coding
NC_031972.2	LOC100691061	protein_coding
NC_031972.2	fem1b	protein_coding
NC_031972.2	LOC100691329	protein_coding
NC_031972.2	LOC100701793	protein_coding
NC_031972.2	LOC109202780	protein_coding
NC_031972.2	LOC109202781	protein_coding
NC_031972.2	LOC100691599	protein_coding
NC_031972.2	LOC109202980	protein_coding
NC_031972.2	LOC109202783	protein_coding
NC_031972.2	LOC109202981	protein_coding
NC_031972.2	LOC109202784	lncRNA
NC_031972.2	LOC112847536	lncRNA
NC_031972.2	LOC102081827	lncRNA
NC_031972.2	LOC102081882	lncRNA
NC_031972.2	LOC109202982	protein_coding
NC_031972.2	LOC109203004	lncRNA
NC_031972.2	ciao2a	protein_coding
NC_031972.2	spg11	protein_coding
NC_031972.2	LOC100692136	protein_coding
NC_031972.2	LOC112847470	lncRNA
NC_031972.2	LOC112847430	protein_coding
NC_031972.2	LOC109194553	protein_coding
NC_031972.2	znf277	protein_coding
NC_031972.2	immp2l	protein_coding
NC_031972.2	LOC100692407	protein_coding
NC_031972.2	LOC109202785	protein_coding
NC_031972.2	pdcd2l	protein_coding
NC_031972.2	LOC100692953	protein_coding
NC_031972.2	dus2	protein_coding
NC_031972.2	slc7a10	protein_coding
NC_031972.2	faap24	protein_coding
NC_031972.2	tdrd12	protein_coding
NC_031972.2	ankrd27	protein_coding
NC_031972.2	LOC100694305	protein_coding
NC_031972.2	LOC109202786	protein_coding
NC_031972.2	LOC102082348	protein_coding
NC_031972.2	LOC100694574	misc_RNA
NC_031972.2	LOC109203039	lncRNA
NC_031972.2	LOC102078714	lncRNA
NC_031972.2	LOC112847298	protein_coding
NC_031972.2	LOC109202791	lncRNA
NC_031972.2	LOC109202792	lncRNA
NC_031972.2	LOC100707779	protein_coding
NC_031972.2	LOC100708048	protein_coding
NC_031972.2	LOC112847624	pseudogene
NC_031972.2	LOC102075869	lncRNA
NC_031972.2	LOC112841769	protein_coding
NC_031972.2	LOC100692225	protein_coding
NC_031972.2	LOC102082596	lncRNA
NC_031972.2	LOC100692495	protein_coding
NC_031972.2	LOC100692764	protein_coding
NC_031972.2	LOC100693037	protein_coding
NC_031972.2	LOC102081808	protein_coding
NC_031972.2	LOC100693305	protein_coding
NC_031972.2	LOC112847299	pseudogene
NC_031972.2	LOC112847296	protein_coding
NC_031972.2	LOC102077433	protein_coding
NC_031972.2	LOC100712428	protein_coding
NC_031972.2	mphosph6	protein_coding
NC_031972.2	LOC102081118	lncRNA
NC_031972.2	LOC100694111	protein_coding
NC_031972.2	LOC102080759	protein_coding
NC_031972.2	LOC109202790	protein_coding
NC_031972.2	LOC100694382	protein_coding
NC_031972.2	LOC100694649	protein_coding
NC_031972.2	zfc3h1	protein_coding
NC_031972.2	LOC112847301	lncRNA
NC_031972.2	LOC109203050	lncRNA
NC_031972.2	ptprb	protein_coding
NC_031972.2	LOC112847300	lncRNA
NC_031972.2	frs2	protein_coding
NC_031972.2	nup160	protein_coding
NC_031972.2	LOC109202978	protein_coding
NC_031972.2	LOC109202779	protein_coding
NC_031972.2	LOC112847295	pseudogene
NC_031972.2	LOC109202778	protein_coding
NC_031972.2	LOC100702597	protein_coding
NC_031972.2	LOC109202777	protein_coding
NC_031972.2	LOC106096640	lncRNA
NC_031972.2	LOC100702865	protein_coding
NC_031972.2	LOC109202776	lncRNA
NC_031972.2	LOC100694841	protein_coding
NC_031972.2	cetp	protein_coding
NC_031972.2	herpud1	protein_coding
NC_031972.2	slc12a3	protein_coding
NC_031972.2	LOC102077083	protein_coding
NC_031972.2	LOC109202774	protein_coding
NC_031972.2	LOC109202775	protein_coding
NC_031972.2	LOC100695896	protein_coding
NC_031972.2	LOC100696156	protein_coding
NC_031972.2	LOC102077841	lncRNA
NC_031972.2	LOC109194212	protein_coding
NC_031972.2	LOC100696422	misc_RNA
NC_031972.2	LOC106096935	lncRNA
NC_031972.2	LOC100703680	protein_coding
NC_031972.2	tat	protein_coding
NC_031972.2	LOC102078527	protein_coding
NC_031972.2	pdf	protein_coding
NC_031972.2	spata2l	protein_coding
NC_031972.2	LOC100704487	protein_coding
NC_031972.2	vps9d1	protein_coding
NC_031972.2	LOC112847352	protein_coding
NC_031972.2	LOC100696953	protein_coding
NC_031972.2	klhl36	protein_coding
NC_031972.2	cotl1	protein_coding
NC_031972.2	meak7	protein_coding
NC_031972.2	plcg2	protein_coding
NC_031972.2	cmip	protein_coding
NC_031972.2	LOC112847543	lncRNA
NC_031972.2	gan	protein_coding
NC_031972.2	LOC102080688	protein_coding
NC_031972.2	LOC100698286	protein_coding
NC_031972.2	kiaa0513	protein_coding
NC_031972.2	LOC100698818	protein_coding
NC_031972.2	LOC112847260	protein_coding
NC_031972.2	LOC100699092	protein_coding
NC_031972.2	LOC109202770	lncRNA
NC_031972.2	LOC100706256	protein_coding
NC_031972.2	LOC100699358	protein_coding
NC_031972.2	LOC112847261	lncRNA
NC_031972.2	LOC109194241	protein_coding
NC_031972.2	LOC109202769	lncRNA
NC_031972.2	LOC106096829	protein_coding
NC_031972.2	zfpm1	protein_coding
NC_031972.2	LOC112847317	lncRNA
NC_031972.2	LOC100699895	protein_coding
NC_031972.2	LOC112847318	lncRNA
NC_031972.2	LOC109202977	protein_coding
NC_031972.2	LOC112847535	lncRNA
NC_031972.2	LOC112847320	lncRNA
NC_031972.2	dld	protein_coding
NC_031972.2	LOC100700438	protein_coding
NC_031972.2	LOC112847528	lncRNA
NC_031972.2	LOC102081720	protein_coding
NC_031972.2	LOC100700707	protein_coding
NC_031972.2	LOC100705823	protein_coding
NC_031972.2	LOC106096824	protein_coding
NC_031972.2	LOC100706087	protein_coding
NC_031972.2	LOC100706619	protein_coding
NC_031972.2	LOC112847396	protein_coding
NC_031972.2	LOC100707153	protein_coding
NC_031972.2	LOC102082665	lncRNA
NC_031972.2	LOC102082462	protein_coding
NC_031972.2	LOC100707421	protein_coding
NC_031972.2	myod1	protein_coding
NC_031972.2	LOC109203020	protein_coding
NC_031972.2	LOC100700975	protein_coding
NC_031972.2	LOC102075836	protein_coding
NC_031972.2	LOC100701252	protein_coding
NC_031972.2	LOC100708138	protein_coding
NC_031972.2	LOC102076199	protein_coding
NC_031972.2	LOC100701524	protein_coding
NC_031972.2	LOC100701796	protein_coding
NC_031972.2	LOC102077172	lncRNA
NC_031972.2	rfwd3	protein_coding
NC_031972.2	LOC109202768	protein_coding
NC_031972.2	mlkl	protein_coding
NC_031972.2	LOC102079861	protein_coding
NC_031972.2	LOC100708592	protein_coding
NC_031972.2	LOC100702599	protein_coding
NC_031972.2	arpin	protein_coding
NC_031972.2	LOC112847353	lncRNA
